postcode,feature_id,feature_type,feature_subtype,name_label
3181,633049,community venue,hall,Prahran Town Hall
3181,702513,cultural centre,library,Prahran Library
3181,839718,place of worship,mosque,Western Thrace Islamic Society
3181,996599,admin facility,municipal office,Stonnington City Council
3181,998488,care facility,child care,Pclc Occasional Child Care Service
3181,999914,recreational resource,playground,
3181,999960,health facility,medical centre,Prahran East Medical Centre
3181,1010766,community venue,hall,Prahran Mechanics Institute
3181,134992,hospital,general hospital,Windsor Private Hospital
3181,970074,residential building,retirement village,Cornwall Uniting Church Flats
3181,136369,care facility,aged care,Central Park
3181,991321,care facility,aged care,Estia Health Prahran
3181,991729,care facility,aged care,Chomley House Hostel
3181,142829,hospital,general hospital,Cabrini Prahran
3181,999881,recreational resource,playground,
3181,999939,place of worship,church,Our Lady Of Lourdes Catholic Church
3181,999868,sport facility,aquatic centre,Prahran Acquatic Centre
3181,142086,admin facility,custodial service,Prahran CCS
3181,970507,residential building,retirement village,Villa Modonna
3181,999965,place of worship,church,Seventh Day Adventist Church
3181,1023516,care facility,child care,Our Lady Of Lourdes Out Of School Care Program
3181,1005072,care facility,child care,Our Lady Of Lourdes Ps Oshc - Extend
3181,841702,care facility,child care,Swinburne Prahran Community Childrens Centre
3181,840827,care facility,child care,Hornbrook Childrens Centre
3181,142083,emergency facility,police station,Prahran Police Station
3181,1001393,cultural centre,art gallery,Anna Pappas Gallery
3181,144356,hospital,general hospital,The Victoria Clinic
3181,839694,place of worship,synagogue,Montefiore Homes
3181,999855,recreational resource,playground,
3181,999890,recreational resource,playground,
3181,999913,recreational resource,playground,
3181,999920,recreational resource,playground,
3181,999945,place of worship,church,Wellspring Wesleyan Methodist Church
3181,999848,recreational resource,playground,
3181,1001825,commercial facility,entertainment centre,The Space Dance And Arts Centre
3181,1010780,recreational resource,club house,Prahran Masonic Centre
3181,763455,education centre,primary/secondary school,Wesley College
3181,999971,place of worship,church,Stonnington Church Of Christ
3181,840802,care facility,child care,High Street Early Learning Centre
3181,841013,care facility,child care,Lancaster And Frank Hartley House Child Care Centre
3181,841422,care facility,child care,Princes Close Childcare Centre
3181,970141,residential building,retirement village,Glenloch Homes Prahan East
3181,999938,health facility,medical centre,Victoria House Medical Centre
3181,999957,health facility,community health centre,Prahran Health Centre
3181,999961,place of worship,church,St Dimitrios Greek Orthodox Church
3181,970135,residential building,retirement village,Gladstone Lodge
3181,999953,community venue,hall,2nd Prahran Scout Group
3181,666873,emergency facility,fire station,Windsor MFB
3181,841655,care facility,child care,Stonnington Childrens Centre
3181,143804,education centre,primary school,Stonnington Primary School
3181,991560,care facility,aged care,Mecwacare Sir Donald And Lady Trescowthick Centre
3181,991670,care facility,aged care,Bupa Windsor
3181,141713,education centre,primary school,Our Lady Of Lourdes School
3181,179525,admin facility,post office,
3181,634157,education centre,tertiary institution,Swinburne University Of Technology (Tafe Division)
3181,994684,care facility,child care,Wesley College Before School And After School Care
3181,763528,education centre,primary school,Wesley College - St Kilda Road Junior Campus
3181,999891,recreational resource,playground,
3181,999944,place of worship,church,St Matthews Anglican Church
3181,999921,recreational resource,playground,
3181,999958,cultural centre,art gallery,Chapel Off Chapel Arts Centre
3181,999959,community venue,hall,Prahran Rsl
3181,999964,community venue,community centre,Gratten Gardens Community Centre
3181,144208,hospital,general hospital,The Avenue Private Hospital
3181,1010768,education centre,tertiary institution,National Institute For Circus Arts
3067,1000451,care facility,child care,Explorers Early Learning - Flockhart Street
3067,993660,care facility,child care,Camp Australia - Abbotsford Primary School Oshc
3067,992848,care facility,child care,Little Sophia Inc
3067,993557,care facility,child care,The University Of Melbourne Early Learning Centre
3067,991630,care facility,aged care,Mercy Place Abbottsford Nursing Home
3067,702386,cultural centre,library,Collingwood Library
3067,1001117,recreational resource,playground,
3067,991396,care facility,aged care,Mercy Place Abbotsford Hostel
3067,968223,sign,emergency marker,CCT032
3067,969471,admin facility,office,Abbotsford (Dpcd)
3067,136672,emergency facility,police station,Collingwood Police Station
3067,134625,education centre,primary school,Abbotsford Primary School
3067,1001114,recreational resource,playground,
3067,1001150,place of worship,church,St Matthias Anglican Church
3067,632946,community venue,hall,Collingwood Town Hall
3067,968227,sign,emergency marker,CCT036
3067,994140,care facility,child care,Sophia Mundi Steiner After Care
3067,763489,education centre,primary/secondary school,Sophia Mundi Steiner School
3067,1004942,community venue,hall,Collingwood Sailors And Soldiers Memorial Hall
3067,1001783,cultural centre,art gallery,Abbotsford Convent
3067,654410,sign,emergency marker,MCT001
3067,968224,sign,emergency marker,CCT033
3067,968225,sign,emergency marker,CCT034
3067,1018695,recreational resource,club house,Collingwood Masonic Centre
3922,970382,residential building,retirement village,Seabreeze Estate
3922,997560,care facility,aged care,Banfields Aged Care
3922,1568,control point,survey monument,
3922,512,place,historic site,Historic Grave
3922,4568,industrial facility,brickworks,
3922,4585,industrial facility,brickworks,
3922,4567,industrial facility,brickworks,
3922,914,landmark,lookout,
3922,915,landmark,lookout,
3922,927,landmark,lookout,
3922,843191,communication service,exchange,Ventnor Telephone Exchange
3922,713,landmark,tourist attraction,Penguin Parade
3922,985190,landmark,tourist attraction,Penguin Visitor Centre
3922,1019654,landmark,tower,
3922,984607,care facility,child care,Kids House
3922,967818,landmark,monument,Cowes Centograph
3922,178718,place of worship,church,Cowes Anglican Church
3922,996600,admin facility,municipal office,Cowes Service Centre
3922,136863,admin facility,custodial service,Cowes CCS
3922,967823,admin facility,office,Phillip Island Council Depot
3922,136861,emergency facility,police station,Cowes Police Station
3922,839602,emergency facility,neighbourhood safer place,Cowes (Recreation Reserve) NSP
3922,655914,emergency facility,fire station,Phillip Island Fire Station CFA
3922,993474,care facility,child care,Victorian Ymca Community Programming Pty Ltd At Phillip Island Leisure Centre Childcare And Vacation
3922,1014833,sign,emergency marker,SEC001
3922,1014534,sign,emergency marker,SEC003
3922,991423,care facility,aged care,Melaleuca Lodge
3922,992852,care facility,child care,Camp Australia - Cowes Primary School Oshc
3922,991368,care facility,aged care,Grossard Court
3922,984460,care facility,child care,Cowes Childrens Centre
3922,1604,control point,survey monument,
3922,177542,admin facility,post office,
3922,963,landmark,monument,
3922,651207,landmark,tower,Radio Navigation Tower
3922,652692,landmark,tower,
3922,652693,landmark,tower,
3922,652694,landmark,tower,
3922,652400,landmark,tower,
3922,652401,landmark,tower,
3922,652402,landmark,tower,
3922,652403,landmark,tower,
3922,18364,landmark,tower,Aircraft Navigation Beacon
3922,4569,industrial facility,brickworks,
3922,4572,industrial facility,brickworks,
3922,4586,industrial facility,brickworks,
3922,136864,education centre,primary school,Cowes Primary School
3922,59081,landmark,tower,
3922,702389,cultural centre,library,Cowes Library
3922,842002,landmark,tower,
3922,967822,community venue,senior citizens,Cowes Senior Citizens Club
3922,842438,communication service,exchange,Cowes Telephone Exchange
3922,178717,place of worship,church,Cowes Uniting Church
3922,178719,place of worship,church,St Marys Catholic Church
3922,970318,residential building,retirement village,Penguin Resort
3922,970166,residential building,retirement village,Grossard Court
3922,719,agricultural area,winery,Phillip Island Vinyard And Winery
3922,911189,communication service,exchange,
3922,970266,residential building,retirement village,Melaleuca Lodge
3922,652407,pipeline facility,pumping station,
3922,969536,admin facility,office,Cowes (Dpi)
3922,649249,admin facility,tourist information centre,Cowes Visitor Information Centre
3922,646732,emergency facility,ses unit,Phillip Island SES LHQ
3922,654075,sign,emergency marker,BAY850
3922,1014916,sign,emergency marker,SEC002
3922,136862,emergency facility,ambulance station,Cowes Ambulance Station
3922,1019657,recreational resource,club house,Phillip Island Rsl
3922,1024426,education centre,primary school,Phillip Island Village School
3922,993995,care facility,child care,Phillip Island Early Learning Centre
3922,1023833,care facility,child care,Phillip Island Kindergarten
3912,702537,cultural centre,library,Somerville Library
3912,970406,residential building,retirement village,St Johns Village
3912,983433,recreational resource,playground,
3912,983432,recreational resource,playground,
3912,983438,recreational resource,playground,
3912,652160,education centre,primary school,St Brendans School
3912,143115,education centre,primary school,Somerville Primary School
3912,143116,education centre,primary school,Somerville Rise Primary School
3912,1009861,emergency facility,ambulance station,Somerville Ambulance Station
3912,991542,care facility,aged care,Somercare
3912,765414,education centre,primary school,Pearcedale Primary School
3912,994107,care facility,child care,Camp Australia - Somerville Rise Primary School Oshc
3912,633111,community venue,hall,Pearcedale Public Hall
3912,991865,community venue,community centre,Pearcedale Community Centre
3912,992101,recreational resource,playground,
3912,983425,recreational resource,playground,
3912,994535,care facility,child care,Eramosa Early Learning Centre And Kindergarten
3912,841573,care facility,child care,Somerville Community And Recreation Centre
3912,654655,sign,emergency marker,NPP511
3912,841574,care facility,child care,Somerville Kindergarten Inc
3912,841833,care facility,child care,Wagtail Cottage Early Childhood Care And Education
3912,1023766,care facility,child care,Somerville Preschool
3912,1018735,landmark,monument,Pearcedale War Memorial
3912,841572,care facility,child care,Somerville Childcare And Kindergarten
3912,840218,care facility,child care,Blackscamp Preschool
3912,1529,control point,survey monument,
3912,633112,community venue,hall,
3912,763346,education centre,primary school,Pearcedale Primary School
3912,843083,communication service,exchange,Somerville Telephone Exchange
3912,842969,communication service,exchange,Pearcedale Telephone Exchange
3912,991884,admin facility,post office,
3912,991864,place of worship,church,St Peters Anglican Church Pearcedale
3912,992494,recreational resource,playground,
3912,841364,care facility,child care,Pearcedale Day Care And Kindergarten Centre
3912,994078,care facility,child care,Camp Australia - Pearcedale Primary School Oshc
3912,992439,recreational resource,playground,
3912,983430,recreational resource,playground,
3912,1001057,place of worship,church,St Johns Presbyterian Church
3912,983428,recreational resource,playground,
3912,1023943,care facility,child care,Annie Sage Child Care
3912,839610,emergency facility,neighbourhood safer place,Pearcedale (Recreation Reserve) NSP
3912,763518,education centre,special school,Pearcedale Primary School - Pearcedale Deaf Facility
3912,633109,community venue,hall,Somerville Mechanics Institute Hall
3912,143117,education centre,secondary school,Somerville Secondary College
3912,994590,care facility,child care,Camp Australia - Somerville Primary School Oshc
3912,841365,care facility,child care,Pearcedale Kindergarten
3912,655908,emergency facility,fire station,Pearcedale Fire Station CFA
3912,656015,emergency facility,fire station,Somerville Fire Station CFA
3363,991763,care facility,aged care,John Curtin Aged Care
3363,994024,care facility,child care,Creswick Childrens Services
3363,177511,admin facility,post office,
3363,1349,control point,survey monument,
3363,652455,admin facility,tourist information centre,
3363,136919,education centre,primary school,Creswick Primary School
3363,649252,community venue,hall,Creswick Scout Hall
3363,693521,storage facility,depot,
3363,693522,storage facility,depot,
3363,765652,dumping ground,transfer station,Creswick Transfer Station
3363,983,recreational resource,picnic site,
3363,702392,cultural centre,library,Creswick Library
3363,18801,excavation site,quarry,Royal Standard
3363,910775,place of worship,church,St Augustines Catholic Church
3363,257,landmark,lookout,Brackenberry Lookout
3363,178243,place of worship,church,St Johns Anglican Church
3363,968597,community venue,senior citizens,Creswick Senior Citizens Centre
3363,970385,residential building,retirement village,Semmens Court Retirement Village Creswick
3363,842446,communication service,exchange,Creswick Telephone Exchange
3363,842468,communication service,exchange,Dean Telephone Exchange
3363,969537,admin facility,office,Creswick Nursery (Pv)
3363,969538,admin facility,office,Creswick Vic Sch Forestry (Dse)
3363,968553,recreational resource,playground,
3363,988163,recreational resource,picnic site,
3363,1008899,health facility,community health centre,Creswick Community Health Centre
3363,968552,recreational resource,playground,
3363,982,recreational resource,picnic site,
3363,1008625,landmark,monument,Queen Victoria Rotunda
3363,1008626,landmark,monument,Creswick War Memorial
3363,1008633,recreational resource,club house,Creswick Rsl
3363,1008643,cultural centre,museum,Creswick Museum
3363,1008647,community venue,hall,Creswick Town Hall
3363,766325,community venue,hall,Dean Hall And Mechanics Institute
3363,984,recreational resource,picnic site,
3363,138683,hospital,general hospital,Creswick District Hospital
3363,1009855,emergency facility,ambulance station,Creswick Ambulance Station
3363,136914,emergency facility,police station,Creswick Police Station
3363,136918,care facility,aged care,Creswick Nursing Home
3363,650796,emergency facility,neighbourhood safer place,Creswick (Visitor Information Centre Car Park (Behind The Building)) NSP
3363,1023396,care facility,child care,Creswick Childrens Services Out Of School Hours Care (St. Augustines)
3363,655330,emergency facility,fire station,Creswick Fire Station CFA
3363,655455,emergency facility,fire station,Glendaruel & Mt Beckworth Fire Station CFA
3363,180100,community venue,hall,
3363,136917,education centre,primary school,Creswick North Primary School
3363,984461,care facility,child care,Creswick And District Preschool
3363,1023657,care facility,child care,Creswick Learning Centre
3363,632200,education centre,primary school,St Augustines School
3939,63544,landmark,tower,
3939,652696,landmark,tower,
3939,633099,community venue,hall,
3939,63438,landmark,tower,
3939,63439,landmark,tower,
3939,63440,landmark,tower,
3939,63441,landmark,tower,
3939,63442,landmark,tower,
3939,63443,landmark,tower,
3939,18426,landmark,tower,Cape Schank
3939,63383,landmark,tower,
3939,18754,landmark,tower,Otc Melbourne
3939,765681,dumping ground,transfer station,Fingal (Rye) Waste Disposal And Recycling Centre
3939,653774,landmark,tower,
3939,141711,education centre,primary school,Our Lady Of Fatima School
3939,970297,residential building,retirement village,Netherby Village
3939,843038,communication service,exchange,Rosebud Telephone Exchange
3939,970359,residential building,retirement village,Rosebud Village
3939,981009,recreational resource,amphitheatre,Rosebud Sound Shell
3939,702525,cultural centre,library,Rosebud Library
3939,694268,communication service,broadcast television facility,TV GTV62
3939,694284,communication service,broadcast television facility,TV HSV59
3939,693780,communication service,broadcast television facility,DTV SBS57
3939,693742,communication service,broadcast television facility,DTV GTV51
3939,693752,communication service,broadcast television facility,DTV HSV63
3939,634009,emergency facility,lifesaving club,Gunnamatta SLSC
3939,842728,communication service,exchange,Krowera Telephone Exchange
3939,693670,communication service,broadcast television facility,DTV ABV60
3939,969672,admin facility,office,Rosebud (Cfa)
3939,694374,communication service,broadcast television facility,TV SBS68
3939,693705,communication service,broadcast television facility,DTV ATV54
3939,694201,communication service,broadcast television facility,TV ATV65
3939,694116,communication service,broadcast television facility,TV ABV56
3939,982309,recreational resource,club house,Moonah Links Club House
3939,983364,recreational resource,playground,
3939,983374,recreational resource,playground,
3939,983371,recreational resource,playground,
3939,983372,recreational resource,playground,
3939,983368,recreational resource,playground,
3939,839208,sign,emergency marker,MOR400
3939,997380,admin facility,custodial service,Rosebud CCS
3939,841382,care facility,child care,Peninsula Sands Preschool
3939,1001071,place of worship,church,Bayview Community Church
3939,1001075,place of worship,church,New Peninsula Church
3939,760160,admin facility,municipal office,Mornington Peninsula Shire Council - Rosebud
3939,983370,recreational resource,playground,
3939,1023676,care facility,child care,Momentum Montessori
3939,654506,sign,emergency marker,MOR106
3939,654507,sign,emergency marker,MOR107
3939,654527,sign,emergency marker,MOR404
3939,654528,sign,emergency marker,MOR405
3939,654024,sign,emergency marker,ART500
3939,654025,sign,emergency marker,ART505
3939,654035,sign,emergency marker,ART603
3939,654037,sign,emergency marker,ART605
3939,142521,emergency facility,ambulance station,Rosebud Ambulance Station
3939,654592,sign,emergency marker,MOR610
3939,654593,sign,emergency marker,MOR612
3939,654586,sign,emergency marker,MOR564
3939,654588,sign,emergency marker,MOR604
3939,654590,sign,emergency marker,MOR607
3939,654540,sign,emergency marker,MOR510
3939,654541,sign,emergency marker,MOR512
3939,654542,sign,emergency marker,MOR513
3939,654543,sign,emergency marker,MOR514
3939,1014691,sign,emergency marker,MOR511
3939,992866,care facility,child care,Penguin Childcare Rosebud
3939,633060,community venue,hall,Rosebud Memorial Hall
3939,839961,care facility,child care,Goodstart Early Learning Rosebud - Eastbourne Road
3939,628550,education centre,secondary school,Padua College - Padua College - Rosebud Campus
3939,135675,education centre,primary school,Boneo Primary School
3939,997555,care facility,aged care,Southern Cross Care Rosebud
3939,841850,care facility,child care,Waterfall Gully Preschool
3939,991484,care facility,aged care,Rosebrook
3939,142524,education centre,primary school,Rosebud Primary School
3939,1023498,care facility,child care,Rosebud Kindergarten
3939,142520,emergency facility,police station,Rosebud Police Station
3939,993595,care facility,child care,Camp Australia - Boneo Primary School Oshc
3939,140624,emergency facility,ambulance station,Mica 12 Ambulance Station
3939,654052,sign,emergency marker,BAY804
3939,1023414,care facility,child care,Round And Round The Garden
3939,654047,sign,emergency marker,ART800
3939,655184,emergency facility,fire station,Boneo Fire Station CFA
3939,654587,sign,emergency marker,MOR565
3939,654579,sign,emergency marker,MOR556
3939,654539,sign,emergency marker,MOR509
3939,996363,emergency facility,emergency coordination centre,Rosebud Local Command Facility
3939,655967,emergency facility,fire station,Rosebud Fire Station CFA
3939,142526,education centre,secondary school,Rosebud Secondary College
3939,1023941,care facility,child care,Jetty Road Childcare And Kindergarten
3939,628331,education centre,secondary school,Padua College
3939,994558,care facility,child care,Rosebud Primary Oshc
3939,993948,care facility,child care,Camp Australia - Our Lady Of Fatima Oshc
3939,654033,sign,emergency marker,ART601
3939,654034,sign,emergency marker,ART602
3939,654036,sign,emergency marker,ART604
3939,654505,sign,emergency marker,MOR105
3939,654504,sign,emergency marker,MOR104
3939,654503,sign,emergency marker,MOR103
3939,654526,sign,emergency marker,MOR403
3939,654525,sign,emergency marker,MOR402
3939,654591,sign,emergency marker,MOR609
3939,654594,sign,emergency marker,MOR613
3939,654580,sign,emergency marker,MOR557
3939,654585,sign,emergency marker,MOR563
3939,654589,sign,emergency marker,MOR605
3939,654537,sign,emergency marker,MOR507
3939,654538,sign,emergency marker,MOR508
3939,1023762,care facility,child care,Rosebud Community House
3939,764596,emergency facility,neighbourhood safer place,Rosebud West (Olympic Park) NSP
3939,1019697,recreational resource,club house,Rosebud Rsl
3934,843050,communication service,exchange,Safety Beach Telephone Exchange
3934,970221,residential building,retirement village,Koorootang Court
3934,634023,emergency facility,lifesaving club,Mt Martha LSC
3934,983404,recreational resource,playground,
3934,983411,recreational resource,playground,
3934,983396,recreational resource,playground,
3934,983403,recreational resource,playground,
3934,983410,recreational resource,playground,
3934,983401,recreational resource,playground,
3934,983402,recreational resource,playground,
3934,841374,care facility,child care,Pelican Childcare Mount Martha
3934,1006981,education centre,education complex,
3934,987506,education centre,secondary school,Yea High School - The Briars
3934,983405,recreational resource,playground,
3934,841229,care facility,child care,Mount Martha Kindergarten
3934,840416,care facility,child care,"Mt Martha Community Learning Centre, Childrens Centre"
3934,141000,education centre,primary school,Mount Martha Primary School
3934,141695,education centre,primary school,Osborne Primary School
3934,911171,communication service,exchange,
3934,970290,residential building,retirement village,Mount Martha Retirement Village
3934,219454,place of worship,church,New Peninsula Baptist
3934,983412,recreational resource,playground,
3934,983409,recreational resource,playground,
3934,983399,recreational resource,playground,
3934,981484,landmark,tourist attraction,The Briars
3934,1001068,place of worship,church,Salvation Army Church
3934,655804,emergency facility,fire station,Mt Martha Fire Station CFA
3934,991610,care facility,aged care,Opal By The Bay
3934,992889,care facility,child care,Mt Martha Primary School Out Of School Hours Care Program
3934,993742,care facility,child care,Camp Australia - Balcombe Grammar Oshc
3934,993596,care facility,child care,Osborne Primary School Before And After School Care
3934,991717,care facility,aged care,Craigcare Mornington
3934,18350,education centre,secondary school,Yea High School
3934,764593,emergency facility,neighbourhood safer place,Mount Martha (Shopping Precinct Car Park) NSP
3934,983400,recreational resource,playground,
3934,1023764,care facility,child care,Camp Australia - Mt Martha Primary School Vacation Care
3934,842882,communication service,exchange,Mount Martha Telephone Exchange
3934,970256,residential building,retirement village,Marthas Point
3934,983333,recreational resource,picnic site,Conifers Picnic Ground
3934,983398,recreational resource,playground,
3934,1001067,place of worship,church,Latter-Day Saints Church
3934,983397,recreational resource,playground,
3934,840121,care facility,child care,Balcombe Preschool
3934,994489,care facility,child care,Team Holiday - Mt Martha
3934,839947,care facility,child care,Goodstart Early Learning Mount Martha - Craigie Road
3934,135073,education centre,primary/secondary school,Balcombe Grammar School
3934,839948,care facility,child care,Goodstart Early Learning Mount Martha - Bentons Road
3934,1023334,care facility,child care,Community One Childrens Service
3053,841696,care facility,child care,Swanston Street Childrens Centre
3053,140612,admin facility,custodial service,Metro Fine Default Office
3053,1010410,cultural centre,library,Kathleen Syme Library And Community Centre
3053,992993,care facility,child care,Victorian Ymca Community Programming Pty Ltd At Carlton Baths Community Centre Vacation Care Program
3053,1002067,health facility,medical centre,Carlton Family Medical
3053,137150,hospital,general hospital,Royal Dental Hospital (Melbourne)
3053,633094,community venue,hall,Trades Hall
3053,633063,community venue,hall,Royal Exhibition Building
3053,666834,emergency facility,fire station,Carlton MFB
3053,969654,admin facility,office,Parkville 32 Lincoln Square North
3053,1001381,cultural centre,museum,Melbourne Museum
3053,1001021,commercial facility,entertainment centre,La Mama Courthouse
3053,136230,admin facility,custodial service,Carlton CCS
3053,1002077,place of worship,church,Salvation Army Citadel Carlton
3053,1002118,recreational resource,playground,
3053,136231,education centre,primary school,Carlton Gardens Primary School
3053,136234,education centre,primary school,Carlton Primary School
3053,136489,emergency facility,ambulance station,City Ambulance Station
3053,1004080,hospital,day procedure centre,Skin & Cancer Foundation Incorporated
3053,840341,care facility,child care,Central Carlton Childrens Centre
3053,1002043,admin facility,post office,
3053,993138,care facility,child care,Central Family Day Care Pty Ltd
3053,1004940,commercial facility,entertainment centre,Cinema Nova
3053,842385,communication service,exchange,Carlton Telephone Exchange
3053,1000498,care facility,child care,Victorian Ymca Community Programming Pty Ltd At Carlton Baths Creche
3053,841777,care facility,child care,Tommaso Fiaschi Child Care Centre
3053,1002425,care facility,aged care,Rathdowne Place
3053,993008,care facility,child care,Melbcarlton Family Day Care
3053,1002041,place of worship,church,All Nations Uniting Church
3053,1002068,health facility,medical centre,Elgin Medical Centre
3053,1009684,cultural centre,museum,Museo Italiano
3053,993048,care facility,child care,Brilliant Kidz Family Day Care
3053,994377,care facility,child care,Carlton Gardens Oshclub
3053,1002146,recreational resource,playground,
3053,841032,care facility,child care,Lemon Tree Childrens Centre
3053,994719,care facility,child care,Sunshine Family Day Care
3053,841143,care facility,child care,Melbourne University Family Club
3053,1023789,care facility,child care,Nextgen Family Daycare Pty Ltd
3053,1002057,place of worship,church,St Judes Anglican Church
3053,1002040,place of worship,church,Sacred Heart Catholic Church
3053,1002084,place of worship,church,Lygon Street Christian Chapel
3053,1004417,commercial facility,entertainment centre,La Mama Theatre
3053,841428,care facility,child care,Queensberry Childrens Centre
3053,143811,education centre,secondary school,Stotts Colleges
3184,634005,emergency facility,lifesaving club,Elwood LSC
3184,1002624,recreational resource,playground,
3184,1002729,community venue,hall,1st Elwood Scout Group
3184,1001844,community venue,community centre,Elwood Community Centre
3184,1014814,sign,emergency marker,COP760
3184,1014815,sign,emergency marker,COP765
3184,1014431,sign,emergency marker,COP710
3184,1014432,sign,emergency marker,COP735
3184,1014671,sign,emergency marker,COP740
3184,994081,care facility,child care,Camp Australia - Elwood Primary School Oshc
3184,1014896,sign,emergency marker,COP725
3184,1002646,recreational resource,club house,Elwood Sailing Club
3184,1002679,place of worship,church,St Columbas Catholic Church
3184,1014505,sign,emergency marker,COP750
3184,1014668,sign,emergency marker,COP705
3184,1014670,sign,emergency marker,COP715
3184,1137827,landmark,monument,Point Ormond Beacon
3184,1002730,health facility,medical centre,Medical One Medical Centre
3184,1137826,landmark,tourist attraction,Edward Dysons House
3184,841963,care facility,child care,Yesodei Hatorah College
3184,137537,education centre,secondary school,Elwood College
3184,839662,place of worship,synagogue,Elwood Talmud Torah Congregation
3184,1137891,landmark,tourist attraction,Play Pavilion
3184,1002718,admin facility,post office,
3184,1002656,recreational resource,playground,
3184,1002662,recreational resource,playground,
3184,1014749,sign,emergency marker,COP650
3184,1014430,sign,emergency marker,COP655
3184,1014433,sign,emergency marker,COP755
3184,841406,care facility,child care,Poets Grove Family And Childrens Services Centre
3184,1014589,sign,emergency marker,COP745
3184,1014738,sign,emergency marker,COP720
3184,839977,care facility,child care,Goodstart Early Learning Elwood
3184,840999,care facility,child care,Lady Forster Kindergarten
3184,1137809,landmark,tourist attraction,Sea Creatures On Wall
3184,840606,care facility,child care,Elwood Childrens Centre
3184,1137862,landmark,tourist attraction,The Railway Tram
3184,1137877,landmark,tourist attraction,Goanna
3184,1137892,landmark,tourist attraction,Point Ormond
3184,1137893,landmark,tourist attraction,Maze And Fish Eye Mosaic
3184,1137896,health facility,maternal/child health centre,Poets Grove Family And Childrens Centre
3184,1137825,landmark,tourist attraction,3rd St Kilda Scout Group
3184,765474,education centre,primary/secondary school,Yesodei Hatorah College - Yesodei Hatorah College Elwood
3184,1019562,recreational resource,club house,Elwood Memorial Scout Hall
3184,143511,hospital,day procedure centre,St Kilda Day Hospital
3184,1014503,sign,emergency marker,COP730
3184,632231,education centre,primary school,St Columbas School
3184,763502,education centre,primary/secondary school,Yesodei Hatorah College
3184,1023672,care facility,child care,St Kilda Primary Vacation Care - St Columbas Campus
3184,1005155,care facility,child care,Team Holiday - Elwood
3184,1002614,recreational resource,playground,
3184,1002615,recreational resource,playground,
3184,1002616,recreational resource,playground,
3184,1002623,recreational resource,playground,
3184,1002637,recreational resource,playground,
3184,1002732,admin facility,post office,
3184,1002704,place of worship,church,Elwood Presbyterian Church
3184,842527,communication service,exchange,Elwood Telephone Exchange
3184,1002645,recreational resource,playground,
3184,1137807,landmark,tourist attraction,Twenty-Seven Stories
3184,1014351,sign,emergency marker,COP700
3184,1137876,landmark,tourist attraction,Fish Installation
3184,137538,education centre,primary school,Elwood Primary School
3184,1023330,care facility,child care,Elwood St Kilda Neighbourhood Learning Centre - Occasional Care
3184,840607,care facility,child care,Elwood St Kilda Neighbourhood Learning Centre Inc
3184,994494,care facility,child care,St Columbas Before And After Care
3184,1137808,landmark,tourist attraction,The Abattoirs
3184,1002681,community venue,hall,Elwood Presbyterian Church Hall
3286,49284,excavation site,adit,
3286,41212,excavation site,adit,
3286,702081,landmark,tower,
3286,702082,landmark,tower,
3286,140189,education centre,primary school,Macarthur Primary School
3286,842793,communication service,exchange,Macarthur Telephone Exchange
3286,649507,community venue,hall,Macarthur Hall
3286,981684,community venue,senior citizens,Macarthur Senior Citizens
3286,179884,place of worship,church,Macarthur Catholic Church
3286,178563,place of worship,church,Macarthur Uniting Church
3286,178564,place of worship,church,Macarthur Anglican Church
3286,911145,communication service,exchange,
3286,988922,recreational resource,picnic site,
3286,969633,admin facility,office,Mt. Eccles
3286,842336,communication service,exchange,Broadwater Telephone Exchange
3286,765734,dumping ground,transfer station,Macarthur Waste Facility
3286,969603,admin facility,office,Macarthur (Pv)
3286,988920,recreational resource,playground,
3286,988921,recreational resource,club house,
3286,1724,control point,survey monument,
3286,1008034,power facility,wind turbine,
3286,650979,sport facility,aquatic centre,Macarthur Swimming Pool
3286,180275,admin facility,post office,Macarthur Post Office
3286,1010355,landmark,monument,Macarthur War Memorial
3286,655098,emergency facility,fire station,Ardonachie Fire Station CFA
3286,1018928,communication service,broadcast radio facility,
3286,1018939,communication service,broadcast radio facility,
3286,984663,care facility,child care,Macarthur Kindergarten
3286,18565,landmark,tower,Hicks Hill R/R
3286,655213,emergency facility,fire station,Broadwater Fire Station CFA
3286,140187,emergency facility,police station,Macarthur Police Station
3286,996398,emergency facility,emergency coordination centre,Macarthur Local Command Facility
3286,655959,emergency facility,fire station,Ripponhurst Fire Station CFA
3286,58599,landmark,tower,Hicks Hill Telecom Tower
3286,655703,emergency facility,fire station,Macarthur Fire Station CFA
3286,1008017,power facility,wind turbine,
3286,1008018,power facility,wind turbine,
3286,1008019,power facility,wind turbine,
3286,1008020,power facility,wind turbine,
3286,1008021,power facility,wind turbine,
3286,1008022,power facility,wind turbine,
3286,1008023,power facility,wind turbine,
3286,1008024,power facility,wind turbine,
3286,1008025,power facility,wind turbine,
3286,1008026,power facility,wind turbine,
3286,1008027,power facility,wind turbine,
3286,1008325,power facility,wind turbine,
3286,1008326,power facility,wind turbine,
3286,1008327,power facility,wind turbine,
3286,1008449,power facility,wind turbine,
3286,1008450,power facility,wind turbine,
3286,1008451,power facility,wind turbine,
3286,1008452,power facility,wind turbine,
3286,1008454,power facility,wind turbine,
3286,1008455,power facility,wind turbine,
3286,1008456,power facility,wind turbine,
